,artist_name,track_name,track_id,popularity,album_name,album_id,album_release_date,album_type,track_duration_ms,explicit,track_number,disc_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_id,artist_uri,artist_genres,artist_popularity
270,Manuel de Falla,"El Amor Brujo, G. 68 (Arr. for Piano): Minuit",0MpugYbd3G87G4sO6wfuOe,0,Spain,1Q4iOLTPsAyC3ffTTjwPHF,2016-02-12,album,46293,False,10,1,0.463,0.00215,2,-25.589,1,0.0666,0.996,0.74,0.114,0.0,141.261,5BcbyYRgvvhfVGmCJSjHlT,spotify:artist:5BcbyYRgvvhfVGmCJSjHlT,"['classical', 'early modern classical', 'impressionism', 'neoclassicism', 'post-romantic era', 'spanish classical']",40
271,George Frideric Handel,"6 Concerti grossi, Op. 3, No. 3 in G Major, HWV 314: III. Allegro",5XICferHuCBVyPnmdYspMe,0,"Classical Selection - Handel: Concerti grossi Nos. 1 - 6, Op. 3",6ufCe6Ll6BwerkLpbRZoqX,2016-12-13,album,243560,False,8,1,0.417,0.278,7,-13.528,1,0.0378,0.946,0.924,0.13,0.506,127.656,1QL7yTHrdahRMpvNtn6rI2,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,"['baroque', 'classical', 'early music', 'english baroque', 'german baroque']",62
272,Allan Cohen,Chapter 86 - Entrepreneurs in Every Generation - How Successful Family Businesses Develop Their Next Leaders,6CGthtm55Od0rq4NXLWLOL,0,Entrepreneurs in Every Generation [How Successful Family Businesses Develop Their Next Leaders (Unabridged)],0TGXJhlqCalfdnZcU2KcV7,2016-06-06,album,181485,False,24,2,0.662,0.208,7,-19.708,1,0.96,0.817,0.0,0.141,0.379,84.244,1OfpqbwtAx9BVAaEzjBFYJ,spotify:artist:1OfpqbwtAx9BVAaEzjBFYJ,[],0
273,Da Fresh Spinner and the Broken Beat Vibes,Bass Lover - Hip Hip Drums Instrumental Mix,38pKKQ3OHTdGfvg2EW8qgu,0,Fresh Beats Starts Right Here,67RkZJVVCdRCl5HazVfcpy,2016-07-30,album,92916,False,2,1,0.809,0.952,6,-8.835,1,0.0377,0.0881,0.876,0.123,0.965,104.449,4kPt87GiFLrQpGnBIyZf4K,spotify:artist:4kPt87GiFLrQpGnBIyZf4K,[],0
274,Bless These Sounds Under the City,The Waking 8,5oVkQwRfefNO8FC3qygLoY,0,On the Brink of Life,5bBbjsSGC0sU2uRFAxE39G,2016-11-01,album,67973,False,12,1,0.206,0.375,6,-13.715,1,0.0431,0.523,0.847,0.0863,0.0286,75.871,4NcdMWhjFTA38zI6mIRJKV,spotify:artist:4NcdMWhjFTA38zI6mIRJKV,['charlotte nc indie'],0
275,All Unspoken Words,Serenity,6fGrBTFduNpBn9NGsm5I0X,0,Dysphorie,32i07cgsxZ0yg1sXmitdKo,2016-06-11,album,295587,False,3,1,0.0908,0.477,10,-11.4,1,0.0431,0.136,0.696,0.675,0.0768,86.476,6EF7V10wEdFqqnQ30uF7Fl,spotify:artist:6EF7V10wEdFqqnQ30uF7Fl,[],0
276,Mucero,Joker Run,7JUqODkBMZ0Q1LmaU6TOc2,0,One Year Label Anniversary,38ue8hTALHibEFaRBHAbHS,2016-12-19,compilation,462931,False,1,1,0.813,0.333,6,-12.297,1,0.106,0.0576,0.88,0.165,0.307,121.011,5Ls3E3SsS8qNeDcDfvgSQq,spotify:artist:5Ls3E3SsS8qNeDcDfvgSQq,[],0
277,Soulkeys,Hyrule - Original Mix,02IiPFA6R61DcOgzUSZPj4,0,Hyrule,6ealxIk6gnmzyyVwMymVbh,2016-09-05,single,488135,False,1,1,0.708,0.711,0,-8.885,1,0.0348,0.00311,0.839,0.122,0.111,117.988,1BnIdzBQdCOKD7c62Qdibs,spotify:artist:1BnIdzBQdCOKD7c62Qdibs,[],2
278,Taylor Levine,How It Goes,4ZHBJctzErSDUWtMPqiXeU,0,Outlanders,6lAHZYHbo0QKqJIouWi0kY,2016-01-22,album,262143,False,8,1,0.176,0.421,2,-9.972,1,0.0346,0.718,0.739,0.128,0.0333,72.753,5bQE9n00bfcb6rPt1P8eoc,spotify:artist:5bQE9n00bfcb6rPt1P8eoc,[],0
279,Afterhour Chillout,Down Low,5DSpowKma009L40mlEDHZ2,0,"Deep Chill Out – Summer Bounce, Chill Out Music, Pure Chill, Pure Relaxation, Easy Listening Music",4F1RYmsBcrGH0ODY74EhSW,2016-02-01,album,242143,False,2,1,0.333,0.228,2,-21.601,0,0.0356,0.586,0.913,0.114,0.109,100.024,09W5VXFwdAUCGPVaQLOKU2,spotify:artist:09W5VXFwdAUCGPVaQLOKU2,[],10
280,Nuero,Spring Forward,4Gz4Eg2GvPRYkDKSdiFAF5,0,2025,2NoqLTAlIVcrXThF6f9ZVf,2016-11-28,album,317106,False,8,1,0.59,0.693,3,-12.051,1,0.0322,0.00539,0.906,0.254,0.642,126.982,14rDvr6ZF1FJ857X2sR5Nc,spotify:artist:14rDvr6ZF1FJ857X2sR5Nc,[],0
281,Laki Bass,Boni,3gZbEsP9LUWKDhRuOIS3Oi,0,Titan,2xmLbGvLCU5XLXQOjYoAZx,2016-05-11,single,187080,False,3,1,0.681,0.613,1,-7.087,1,0.0357,0.00156,0.79,0.298,0.647,145.028,5Fj410XmmhwzZbKzIjYyvE,spotify:artist:5Fj410XmmhwzZbKzIjYyvE,['arab trap'],8
282,Tuomas.L,Sinister,4fGJuidrFfjsL9EiD2Mmpu,0,Sinister,4hTk91kpJPqlKLWbSuTEkS,2016-12-12,single,382285,False,1,1,0.586,1.0,4,-5.095,1,0.421,0.00386,0.701,0.156,0.0371,139.976,0KsMBkh3XcgfUYJLDjIwgN,spotify:artist:0KsMBkh3XcgfUYJLDjIwgN,[],4
283,Yes Selma,Everyone's Looking at Me,2NRuU8WC6thKtTTYG8rtL4,0,Songs of Happiness,1gzpXAKNn8uzYmDMsTYeMU,2016-06-10,album,198133,False,15,1,0.413,0.596,10,-13.415,1,0.0478,0.658,0.0168,0.122,0.146,150.448,6A171aMyT2YbaY7UlfyMvV,spotify:artist:6A171aMyT2YbaY7UlfyMvV,[],0
284,Toga Bali,Sangha-Yoga,3bDhAylHCTdYPPOYH4TOB3,0,Zen Life,1MvwZmzW60AK6jkKICYAMc,2016-02-04,album,143250,False,55,1,0.247,0.134,5,-21.757,1,0.0425,0.982,0.864,0.1,0.0362,71.073,0DUOo4Eips5aR2eA4V5Vfb,spotify:artist:0DUOo4Eips5aR2eA4V5Vfb,[],29
285,Musica Relajante,Calcutta,1Nx9iq1rT2kq7QXhIFXpPo,0,Meditacion Oriental,5rDAl00pK6KG68UjrhJAn2,2016-12-23,album,198420,False,12,1,0.223,0.129,0,-20.851,1,0.0342,0.037,0.904,0.113,0.0623,71.057,5tLcSmEpxduAsr5nLUeJ7D,spotify:artist:5tLcSmEpxduAsr5nLUeJ7D,"['musica de fondo', 'sleep']",46
286,Vincent Beckmann,Because I Want You to Love,2xtFAwiPpc47DeHQhnIQK2,0,Because I Want You to Love,6VJ9BQoslsXxUu03Ye32H7,2016-03-25,single,371612,False,1,1,0.748,0.73,10,-10.531,0,0.0528,0.00032,0.812,0.033,0.356,123.991,6qqmXgP49dbzidRpWDE5VJ,spotify:artist:6qqmXgP49dbzidRpWDE5VJ,[],0
287,R Howat,Here There and Everywhere - Loving Mix,0EA6NTi8uPpuuSdZFMKTcE,0,Total Romance: Beautiful Songs of Love,1YRbSMOONf2FWf2ZCTqkVA,2016-03-17,compilation,158220,False,5,1,0.5,0.267,7,-14.234,1,0.028,0.842,0.761,0.102,0.129,78.287,0aUZNPL6xBSzzqDE0iv6EQ,spotify:artist:0aUZNPL6xBSzzqDE0iv6EQ,[],0
288,Julian Velez,Dynamics - Original Mix,1jkHi27PE5Sdjug87SAgpk,0,Citrus,6HD6JNiZ9UizrkTz4heYdy,2016-01-18,single,390243,False,2,1,0.813,0.516,4,-13.166,0,0.073,0.00136,0.883,0.0543,0.501,123.004,4jGIAYEyNcFQOkcWfdjC3S,spotify:artist:4jGIAYEyNcFQOkcWfdjC3S,[],0
289,Qrittix,Trumpets,7yRwVF3i6BrOfreKVyFDNP,0,Tropical,7EVpRzSGXaU9nfSofraFzi,2016-06-06,single,224850,False,1,1,0.588,0.676,0,-9.866,1,0.042,0.23,0.454,0.0519,0.739,110.027,4hkaCO2nbRmHRmqG6cztPJ,spotify:artist:4hkaCO2nbRmHRmqG6cztPJ,[],0
290,Ali Safdar,Urooj Aj Imam Zaman Ki,2ty6MaL8h2byqrraYrYwGA,0,Azeem Martaba Aali Nasab,66ja9DStPOX4n4hwIM0QCM,2016-06-01,album,306494,False,11,1,0.39,0.401,2,-1.097,1,0.0343,0.912,0.0,0.153,0.385,93.531,1E4MFADWYDrUjRE7fdvw9P,spotify:artist:1E4MFADWYDrUjRE7fdvw9P,['nohay'],5
291,Tommy Tha Great,Derealization,0VnwvZEUQfhBswx1ZEmDXd,0,Lazer Man: The 5th Millennium,6zIL6F7oqmksbuOp3QjYYk,2016-07-15,album,274468,True,7,1,0.699,0.526,8,-9.056,0,0.0519,0.285,1.08e-05,0.107,0.153,119.954,1O2hva62HKdhca3OM3Ns3x,spotify:artist:1O2hva62HKdhca3OM3Ns3x,[],0
292,LMN Tricks,Lesedi,2BFxfsLrTdEeZ7g4xGuX3e,0,Mamello,4fhKgesVVkJzRCSWGF9m9A,2016-10-10,album,231968,False,9,1,0.547,0.733,9,-7.493,0,0.155,0.124,0.0,0.393,0.656,125.209,53EfwkIsTROfbaerFQb6Kc,spotify:artist:53EfwkIsTROfbaerFQb6Kc,[],0
293,Hooligoons,Own Shit,3PmIeHfOwBJH2hrRxSy8ex,0,Wavepool,1mHfS0RmZyvqDDtusWxJbQ,2016-06-04,album,360045,True,15,1,0.877,0.732,3,-6.859,0,0.0635,0.046,0.0,0.109,0.559,144.041,0z7WfI5lWcV5xnxfvDBHjQ,spotify:artist:0z7WfI5lWcV5xnxfvDBHjQ,[],0
294,Oscar Doucet & Alius Soileau,O Bebe!,225lAyrQQ1JNWXkiS5ePqu,0,The Best Of Cajun & Zydeco Vol. 4,1EIKQtPAhWudnrZl5YUwdV,2016-04-22,compilation,186733,False,13,1,0.76,0.536,2,-6.213,1,0.0377,0.963,0.0072,0.0749,0.705,114.287,1rt3EeqDoChj8sS9ijYYrp,spotify:artist:1rt3EeqDoChj8sS9ijYYrp,['cajun'],0
295,Hemicoda,Anorak - Original Mix,0Qo1UDRlNH7mYDYgTN4UdX,0,Call 069 Techno Volume 5,4vs3YNcGXoaeN0UixJuNMs,2016-01-01,compilation,459656,False,5,1,0.799,0.768,1,-9.717,1,0.0756,0.124,0.852,0.616,0.0721,129.005,0VkEUyLOWMILbEZMFazLJh,spotify:artist:0VkEUyLOWMILbEZMFazLJh,[],0
296,Mozzy,Techno White,0lgDSZOADoJiFmF4nddL25,0,Sensible Knowledge,4CgK0O1rSMuFzYDUZtu4em,2016-06-03,single,423554,False,3,1,0.694,0.874,11,-10.191,0,0.0386,0.00713,0.852,0.127,0.157,129.997,1DM42neJgK1N8ZfgtsPrqe,spotify:artist:1DM42neJgK1N8ZfgtsPrqe,[],35
297,Bx Bangaz,It's Time (Game Change),4GtRRilz0Oll4erL2lnNK4,0,Da Compile,16UB4ghZCBkHVU25rgoViy,2016,album,199552,True,5,1,0.675,0.712,5,-5.591,0,0.434,0.0382,0.0,0.073,0.509,117.709,3fRQWTNbtkP5G6ELDLYfVQ,spotify:artist:3fRQWTNbtkP5G6ELDLYfVQ,[],0
298,Patcheye,Start to Finish,3Ssh1ymprznzcT7WIu0fDI,0,Start to Finish,5LwIICAtUHYUAOXaG2fczv,2016-02-11,single,272404,True,1,1,0.695,0.874,0,-3.063,1,0.149,0.148,0.0,0.0853,0.387,136.013,0l0axINSIkpW9Jxn2iTz1M,spotify:artist:0l0axINSIkpW9Jxn2iTz1M,[],0
299,The Mighty N,Little Misses and a Gent,73eOvJjiXex3qWrJcyoHuy,0,Retribution,0GISamKjOc6pvXAO9JwCl6,2016-12-09,album,319665,False,9,1,0.576,0.422,2,-8.836,1,0.0347,0.243,0.0,0.0968,0.503,69.193,1a34B17PhDyMgAxIgXEllO,spotify:artist:1a34B17PhDyMgAxIgXEllO,['greek psychedelic rock'],0
300,Lovebird,What If Maybe,78Me8niUgBbZEvTKF05rPl,0,Circles in the Sand,5ta3xDwtaRwfdUO5fW8FlG,2016-09-15,album,273000,False,5,1,0.328,0.286,5,-9.477,1,0.0302,0.758,3.91e-06,0.158,0.153,146.206,7wnThJ3bhvWaKiE7NAD7TD,spotify:artist:7wnThJ3bhvWaKiE7NAD7TD,[],0
301,Ross Lewis,Till You Got a Hold of Me,0tL6ioBR2hGD66uVVdhVDx,0,Love in Motion,6ro4QThTaETBSQD1T9rSQG,2016-01-31,album,174081,False,8,1,0.843,0.327,4,-14.431,1,0.0348,0.368,0.0,0.0804,0.41,100.267,5v6IAVUjyuJ9cbx1I9IPGI,spotify:artist:5v6IAVUjyuJ9cbx1I9IPGI,[],0
302,Fats,Me Remember,33l6k8o207LW62wMsDijae,0,The Story Riddim,3XnS3PldhDYbr48eyTqm3b,2016-02-09,compilation,221835,False,2,1,0.628,0.516,10,-8.603,0,0.454,0.102,0.0,0.0901,0.516,172.359,6NEQ5zBfsjhPLQQctLqCOa,spotify:artist:6NEQ5zBfsjhPLQQctLqCOa,[],7
303,Kevin Duncan,Area of Oustanding Natural Beauty,0ntzjDQuZ1gF9rF2b1Yz8Z,0,Demorabilia,2jQoHtl2g2x41spIViS2lv,2016-03-25,album,209465,False,6,1,0.682,0.516,4,-11.943,1,0.0313,0.00135,0.0,0.095,0.626,120.013,2Kg6QagAYT2ttYNxWnlADj,spotify:artist:2Kg6QagAYT2ttYNxWnlADj,['christmas instrumental'],18
304,Various Artists,Delta Waves,5Gv3QeFs4fHVKJhZt03LfQ,0,"Deep Sleep Therapy - Zen Music for Lucid Dreaming, Fight Insomnia, Trouble Sleeping, Soothe Your Baby, New Age Music to Fall Asleep Quickly, Meditation Before Sleeping",0yTWY1qXFDCW2QFKTRjmGb,2016-06-30,compilation,187800,False,7,1,0.121,0.0169,1,-32.35,1,0.0446,0.972,0.922,0.11,0.0638,84.045,0LyfQWJT6nXafLPZqxe9Of,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,[],0
305,Smashtrax,Peer Gynt With a Side of Crack,7Ei8JH3zYvBcaN58W34mSU,0,Classics Gone Wild: Unique Twists on Classical Favorites,2gIhDDBLKKWHYGrLTNjlpm,2016-08-26,album,75906,False,18,1,0.686,0.921,11,-6.953,0,0.198,0.0444,0.745,0.334,0.606,131.925,2gHbRVYqsShSYcBjXpEQS2,spotify:artist:2gHbRVYqsShSYcBjXpEQS2,[],24
306,Jazz Music Collection,Easy Listening Melody,4GwVySBqkLufjviquPLle8,0,"Good for All - Glass of Wine, Rest, Quiet Listening, Pleasant Wording, Well-being, Alone",2ofd6eXDjihqt9NDXVJTMK,2016-10-04,album,219813,False,11,1,0.599,0.112,8,-16.676,0,0.0916,0.976,0.885,0.0995,0.444,106.891,15tLZYJSIK7D2diLmqglqy,spotify:artist:15tLZYJSIK7D2diLmqglqy,[],11
307,Yoga Maestro,Oriente (Mens Sana in Corpore Sano),5sDsni7D1OY7mPSh8N0aj3,0,Yoga Kundalini – Musica Rilassante dall'Oriente per Posizioni Yoga e Meditazione,71ZirOewKvnGdFIir61H6q,2016-03-30,album,280868,False,12,1,0.173,0.0112,8,-30.478,1,0.0485,0.879,0.54,0.112,0.0379,116.784,5fKepcj3co7IetaXFVuYYo,spotify:artist:5fKepcj3co7IetaXFVuYYo,[],0
308,Mild Regn,Regn Fåglar - Rain Birds,557HWqr6a7v5qtRIOOSX7z,0,Mjuk Regn Och åska Arg (Gentle Rain and Angry Thunder),4sK3Iifc8XuHvRLVjQOqXZ,2016-04-18,album,90826,False,13,1,0.165,0.346,1,-26.692,1,0.0702,1.28e-06,0.867,0.528,0.136,81.132,2ZHhnOtvgfjZmzFi8qahVz,spotify:artist:2ZHhnOtvgfjZmzFi8qahVz,[],14
309,Sandman Breathing,Hiinbala (Loop 5),3PMYaYCK6CEJVawR2BZDym,0,"33 Steps to Oblivion (Drones and Soundscapes for Meditation, Relaxation, Focus, Deep Sleep and Lucid Dreaming)",2aquYTDB4FwmzggVKHf2Ex,2016-02-23,album,99029,False,5,1,0.254,0.253,4,-17.718,1,0.0471,0.961,0.884,0.118,0.148,117.319,41DrRUEBv53JlVGWDMRHsA,spotify:artist:41DrRUEBv53JlVGWDMRHsA,[],14
310,Butterfly Sandwich,Vladmir's Stride,1czNaOHUnag6Vy0RxFXEKB,0,References,3mIbVqsVcgAhoGvXB0vUyA,2016-06-02,single,234666,False,1,1,0.387,0.542,5,-13.877,0,0.0283,0.00372,0.915,0.298,0.483,125.103,6KRK0ajknRLFFBeLVVusMO,spotify:artist:6KRK0ajknRLFFBeLVVusMO,[],0
311,Azero,milktea days,7HEf1r8PBT6XCz9BF6Zxnd,0,karisuma,1NnJaKPQU9iYpoR91AnYFg,2016-10-25,album,257500,False,7,1,0.474,0.933,7,-3.938,1,0.0442,0.00684,1.64e-05,0.376,0.41,102.074,1kKTrhUeCipos909huAZ7k,spotify:artist:1kKTrhUeCipos909huAZ7k,[],1
312,The Lounge Unlimited Orchestra,(Where Do I Begin?) Love Story,3l5ybm10FdImaymybs7IGz,0,Love Power,2UQcZtHKC31zO2jL1gj6nj,2016-02-05,album,280555,False,20,1,0.594,0.468,9,-8.748,0,0.0281,0.359,0.789,0.102,0.29,130.078,0ctqintFAxl92A52fB6d9R,spotify:artist:0ctqintFAxl92A52fB6d9R,['sunset lounge'],13
313,Para & Reaper,The Realness,56gT5CGgzK9jHyhiREp97x,0,The Realness,1l3xorIC7272uMJiDbDLrn,2016-04-01,single,355239,False,1,1,0.771,0.72,11,-4.807,1,0.196,0.00626,0.0376,0.0922,0.741,135.988,5HBNagwRexkiKB9JXaAZ07,spotify:artist:5HBNagwRexkiKB9JXaAZ07,[],0
314,Sam Hyman,Best of Friends,5xsfjObMqX3UbnunIPRDIC,0,Place to Be,0x58XM9fkAINAYIlyNxSjA,2016-07-25,album,191035,False,2,1,0.723,0.774,6,-5.797,0,0.0346,0.469,0.000133,0.127,0.755,108.055,0ZvCl0BNvUsXFaUMexFds9,spotify:artist:0ZvCl0BNvUsXFaUMexFds9,[],0
315,Nunn,"Noelani Loves Braids, French Fry, and Scrabble",7GepyAjHTRM6xDi8nHkKHg,0,"Songs of Love: Rock, Vol. 177",1ZbpFgHCjhittFNweBnHn5,2016-06-24,compilation,260728,False,11,1,0.691,0.599,2,-11.266,1,0.0869,0.183,9.2e-06,0.134,0.751,127.978,4trrON6SUk5Tv61azAh9b5,spotify:artist:4trrON6SUk5Tv61azAh9b5,[],0
316,Johann Nicolaus Hanff,6 Chorale Preludes: No. 6. War Gott nicht mit uns diese Zeit,6C1o6Jlo8KlfPMdgfPnxeK,0,Die Scherer-Orgel in St. Stephan Tangermünde,4MlB84MoGFpTTxHUY5Y7vs,2016-04-01,album,183000,False,20,1,0.237,0.059,11,-25.55,0,0.0469,0.971,0.9,0.114,0.0913,66.648,0CpdTwAmfeWr7f69IptErb,spotify:artist:0CpdTwAmfeWr7f69IptErb,['german baroque'],0
317,Venice Lounge Chill,Venice Bar Music,4aRBrkXhKUkYeZT7vHhRK8,0,Venice Ambient Chillout: Buddha Grooves and Luxury Lounge Music,1ucuu7P9aDSz8KgkPjbF3e,2016-10-27,album,222693,False,19,1,0.662,0.496,9,-11.758,0,0.118,0.343,0.927,0.0869,0.123,220.156,0bodap6O809I2H6HZP6Ghx,spotify:artist:0bodap6O809I2H6HZP6Ghx,[],0
318,Fernand Ruelle,March of the Movement Control Group,4yWwfoMaHhuhwmajIWdPnS,0,Belgian Military Marches Vol. 4,5OWiiS1sj95kKXbuzzkA8t,2016-08-19,album,246373,False,15,1,0.571,0.286,10,-12.145,1,0.0334,0.974,0.93,0.0857,0.548,119.263,4MlGFIgoDvmy9woCIWxiyj,spotify:artist:4MlGFIgoDvmy9woCIWxiyj,[],0
319,Connor O.R.T. Linning,Scars Of The Past - Instrumental Version,6FgzLnuAGC4k9GqFYEM6AN,0,Lachrymalice,22mdehDd5AzsoLKV6ZHWbU,2016-05-24,album,228023,False,9,1,0.48,0.988,2,-6.105,1,0.0569,0.00137,0.896,0.206,0.0603,89.98,0CkuyYToe6U0qoWe2VwdKU,spotify:artist:0CkuyYToe6U0qoWe2VwdKU,[],0
320,Relaxing Piano Music Ensemble,Sensual Music,4BH3NBOc2fgAy0aaEStOk3,0,"Collection of Vintage Jazz – Smooth Jazz Evening, Sensual Piano Vibes, Restaurant Background Music",01rvgHqazoXw3BXXd6cICE,2016-08-30,album,208906,False,2,1,0.399,0.0191,6,-26.174,0,0.0402,0.993,0.868,0.103,0.278,83.47,74XEWNv9WhIORROtq40QWf,spotify:artist:74XEWNv9WhIORROtq40QWf,[],2
321,Wolfgang Amadeus Mozart,Mass In C Major K 317 „Coronation Mass“ I. Kyrie,4Ife1024O2uCV71h8Xk7JH,0,A Beginner's Guide to Learn to Love Classical Music,5iq6YGyHwHgrMwuYaYCTKi,2016-12-23,compilation,173600,False,46,1,0.132,0.0293,7,-23.298,1,0.046,0.972,0.0235,0.119,0.0635,78.133,4NJhFmfw43RLBLjQvxDuRS,spotify:artist:4NJhFmfw43RLBLjQvxDuRS,"['classical', 'classical era']",72
322,Fly Project,Bon Voyage,5fTWOvbsnRbRjUdi3y6exV,0,Relaxing Music: Relaxation,6iWS7oEgXm7ssBjzNatOwF,2016-03-14,album,148400,False,5,1,0.196,0.438,0,-14.262,1,0.0398,0.822,0.735,0.368,0.0776,92.408,4V7u4IJKCJBMjvzzVb7lQ8,spotify:artist:4V7u4IJKCJBMjvzzVb7lQ8,[],13
323,Nahid Akhtar,"Naram Tabiat Rakhta Hai (From ""Shadi Mere Shohar Ki"")",2mlhhdakctIGNYVtlLgmqQ,0,Bangkok Ke Chor / Shadi Mere Shohar Ki,1VodLwR7VuZdSJEfVzdYyI,2016-11-11,compilation,223889,False,9,1,0.556,0.764,4,-8.165,0,0.0395,0.617,2.33e-05,0.0979,0.911,124.551,0cdsdfoovyENxHY5GcIOOD,spotify:artist:0cdsdfoovyENxHY5GcIOOD,"['classic pakistani pop', 'ghazal']",15
324,Vital Energy Duo,Easy Step Forwards,1Xpxt0KKj27L3Q2k0oW5GF,0,"Musica per Neonati: Canzoni New Age con Effetti Sonori della Natura per Rilassare Bambini, Neonati e Mamme in Dolce Attesa o per Trovare il Sonno Scacciando Insonnia e Stress",0PuJ1drGQgPUS2IGvkncSt,2016-01-08,album,245202,False,2,1,0.251,0.139,2,-21.822,0,0.0486,0.962,0.971,0.102,0.0399,72.894,2rMUSl2t55aAcdzGKS2s9I,spotify:artist:2rMUSl2t55aAcdzGKS2s9I,[],16
325,Rameshwar Bugaliya,Radha Ghunghat Ka Pat Khol,3U3mLtKGC5qGUwfb86EDF3,0,Kanuda Ke Bhajan,2vLwJOVeK1PEZcYpgM7IME,2016-09-13,album,334288,False,8,1,0.7,0.832,0,-11.269,1,0.0979,0.528,4.34e-05,0.179,0.943,124.367,5yzGAVZWGCmyoIHHq12G6z,spotify:artist:5yzGAVZWGCmyoIHHq12G6z,[],0
326,We Praise the Pop Guitar,Praising the Guitar,6srSCP3EICAqXTHw3CW3HU,0,Love Miss,6ci6PZzKuZNooueVkCuK9J,2016-06-06,album,96004,False,15,1,0.559,0.315,0,-16.626,1,0.03,0.0871,0.917,0.101,0.572,90.08,0tyEv0Svv1FVwb3lJv8H1l,spotify:artist:0tyEv0Svv1FVwb3lJv8H1l,[],0
327,Reuben Doctor,"Ikh Bin a ""Boarder"" Bay Mayn Vayb",55bjMz6xqTwXLKkucrvTPH,0,Milken Archive of Jewish Music: The American Experience,1SzuSAcvk85lshgpCI4iT5,2016-09-02,compilation,151186,False,1,1,0.641,0.34,5,-14.547,0,0.0747,0.84,0.0,0.13,0.899,126.745,34VpP3xX4jQDkGI7DlOvxm,spotify:artist:34VpP3xX4jQDkGI7DlOvxm,[],0
328,Chill Out 2016,Deep House Mykonos,659vPamg3H4lwtgN5M8mjw,0,"Total Ambient Chillout – Chill Out, Lounge Ambient, Deep Lounge Chillout Session, Sunshine",3UTIOiIkTJbVvvNIjQuIuA,2016-04-14,album,236350,False,15,1,0.522,0.555,6,-13.452,1,0.0526,0.000666,0.931,0.0553,0.409,100.003,286tXnlonqv43qFObj5UqO,spotify:artist:286tXnlonqv43qFObj5UqO,[],19
329,AndrewP,Starlight,3rbF5rC7QnuGNiF5mx5mgF,0,10 Most Played Club House,0D7Rgm8fD84xbtBIUBcSwS,2016-11-06,compilation,204000,False,6,1,0.678,0.854,10,-3.73,1,0.0454,0.00651,0.881,0.0474,0.826,124.028,5WFN0rHQ31jAbnfoBmD45k,spotify:artist:5WFN0rHQ31jAbnfoBmD45k,[],0
330,Jxan Foss,Diamonds & Gold,40LA3ftbt6zKkwVzqicrNz,0,$o$$ FO$$ the Prophet,2S64cyA6xMB4AT1moy5NS9,2016-09-12,single,187663,True,2,1,0.766,0.514,1,-8.353,0,0.115,0.2,0.0,0.359,0.291,126.071,4FHMM98Yth5inm7yTcBWIs,spotify:artist:4FHMM98Yth5inm7yTcBWIs,[],0
331,Helena Noguerra,Sleigh Ride - Remastered,4zLnRWBMTMPEx5RyiCoajf,0,A Christmas Record (Bonus Track Version) [Remastered],3D4OLctqB4hBUjZWs5z5cz,2016-11-11,compilation,148533,False,6,1,0.399,0.916,11,-0.395,0,0.0403,0.191,0.305,0.127,0.802,92.317,4nclLyMzRhXUJvQU89sTm6,spotify:artist:4nclLyMzRhXUJvQU89sTm6,['nouvelle chanson francaise'],25
332,Bar Lounge & Bossa Cafe en Ibiza,Dusk Till Dawn,6wxzUxtj98NWfkC0IXRpOK,0,Paradise Bar Lounge,1fWbNNQFwGR3uqN9Rct2p6,2016-01-30,album,438857,False,28,1,0.442,0.844,3,-5.453,1,0.133,0.0568,0.761,0.192,0.323,123.533,1jQFswAuRXcZq3poi7bzVu,spotify:artist:1jQFswAuRXcZq3poi7bzVu,[],12
333,King Hades,Movin On - Single,1P7O9VJjuhTdFVBWg5S4Vn,0,Movin On - Single,2zBOnYLGpJtMR2komx3OEp,2016-10-31,single,142237,True,1,1,0.772,0.682,1,-6.423,1,0.351,0.0351,0.0,0.301,0.564,98.255,6JgTfOrZUVHXlljaKagINa,spotify:artist:6JgTfOrZUVHXlljaKagINa,[],0
334,The Karaoke Channel,Lean on (Originally Performed by Major Lazer & DJ Snake) [Karaoke Version],5U2JM0Ncs4HH0Njg1ClQ81,0,Lean on (Originally Performed by Major Lazer & DJ Snake) [Karaoke Version] - Single,0TGlcf7UBSX2U5BvO6LEaV,2016-05-20,single,174281,False,1,1,0.706,0.398,5,-13.292,0,0.0371,0.000482,0.546,0.0923,0.18,98.026,5UloVKzUNJcjORzhhTWWiJ,spotify:artist:5UloVKzUNJcjORzhhTWWiJ,['karaoke'],29
335,Children Of Bolchoï Choir,The Judas Child,4xC6kRwBUQAxnur36UgXGq,0,"Christmas Hits-O-Pedia, Vol. 9: Choir Christmas Singers",2hsr1WLFqLQiiaAMowpQVX,2016-12-17,compilation,196240,False,16,1,0.336,0.323,7,-8.856,0,0.0332,0.917,0.00054,0.225,0.0953,129.495,46F2A6aSukvnEEUDu8R5XD,spotify:artist:46F2A6aSukvnEEUDu8R5XD,[],0
